hero,ability_name,ability_icon,ability_description,source_url,counter,Weaknesses,Counters (prefered Heros)
CLOAK&DAGGER,Shadow's Embrace,https://r.res.easebar.com/pic/20241205/3e810039-6b5c-43e0-b1c6-22808f1ee3cf.png,Switch to Cloak,https://www.marvelrivals.com/20241204/41360_1198095.html,"Scarlet Witch - Dark Seal,",,
CLOAK&DAGGER,Veil of Lightforce,https://r.res.easebar.com/pic/20241205/b2149229-d3c4-4056-9fa4-04704c96c3af.png,Deploy a Veil of Lightforce to heal allies upon touch and grant them a Healing Boost,https://www.marvelrivals.com/20241204/41360_1198095.html,"Blade - Thousand-Fold Slash, Blade - Daywalker Dash, Emma Frost - Mind's Aegis, Captain America - Living Legend, Magneto - Metallic Curtain, Doctor Strange - Shield of the Seraphim, Groot - Thornlash Wall, Groot - Ironwood Wall, Deadpool - Magical Unicorn Shield!, Invisible Woman - Guardian Shield,",,
CLOAK&DAGGER,Dagger Storm,https://r.res.easebar.com/pic/20241205/a106ebc0-80b0-4dd9-bf68-0c19f464e8bc.png,"Launch a volley of daggers, creating a Healing Over Time field in the impact area",https://www.marvelrivals.com/20241204/41360_1198095.html,"Blade - Daywalker Dash, Moon Knight - Hand of Khonshu, Moon Knight - Ancient Ankh, Thor - Storm Surge, Magneto - Mag-Cannon,",,
IRON FIST,Jeet Kune Do,https://r.res.easebar.com/pic/20241205/08e65caa-9aa0-425c-aeba-fa1544c03be2.png,"Strike the targeted enemy with Jeet Kune Do, reducing the cooldown of Block and Strike with every hit",https://www.marvelrivals.com/20241201/41360_1197227.html,"The Thing - Unyielding Will, Black Widow - Electro-Plasma Explosion, Hawkeye - Piercing Arrow, Hawkeye - Blast Arrow, Namor - Aquatic Dominion, Peni Parker - Cyber-Web Snare,",,
IRON FIST,Yat Jee Chung Kuen,https://r.res.easebar.com/pic/20241205/fd8bfe86-ffd7-4752-9da3-d005bafa8668.png,Dash forward to pursue the targeted enemy and unleash a flurry of attacks,https://www.marvelrivals.com/20241201/41360_1197227.html,"Cloak&Dagger - Terror Cape, Cloak&Dagger - Dark Teleportation, Invisible Woman - Invisible Boundary, Invisible Woman - Veiled Step, Loki - Deception, Emma Frost - Psionic Seduction, Moon Knight - Ancient Ankh, Namor - Horn of Proteus, Thor - Storm Surge, Magneto - Mag-Cannon,",,
IRON FIST,Living Chi,https://r.res.easebar.com/pic/20241205/080f088b-94dd-45ac-9bc7-9e5c512d51d0.png,"Become living Chi to boost his speed, damage, and attack range, delivering stronger punches while reducing the cooldown of Dragon's Defense",https://www.marvelrivals.com/20241201/41360_1197227.html,"Mantis - Soul Resurgence, Luna Snow - Fate of Both Worlds, Mantis - Spore Slumber, Luna Snow - Ice Arts, Emma Frost - Psionic Seduction, Cloak&Dagger - Eternal Bond, Cloak&Dagger - Terror Cape, Cloak&Dagger - Dark Teleportation, Star-Lord - Galactic Legend,",,
IRON FIST,K'un-Lun Kick,https://r.res.easebar.com/pic/20241205/e5377516-d352-4169-bb87-7bd68523dda7.png,"Dash forward, delivering a flying kick when hitting an enemy or reaching full range, dealing damage to nearby enemies. Damage increases with lower enemy health",https://www.marvelrivals.com/20241201/41360_1197227.html,"The Thing - Unyielding Will, Invisible Woman - Force Physics, Mister Fantastic - Distended Grip, Squirrel Girl - Squirrel Blockade, Black Widow - Edge Dancer, Iron Fist - Yat Jee Chung Kuen, Hela - Soul Drainer,",,
IRON FIST,Harmony Recovery,https://r.res.easebar.com/pic/20241205/14e2c16b-cf9f-4e49-bef0-690bcc3d910c.png,"Cross legs and channel Chi, slowly gaining Bonus Health",https://www.marvelrivals.com/20241201/41360_1197227.html,"Angela - Assassin's Charge, Phoenix - Endsong Inferno, Peni Parker - Cyber-Web Snare,",,
IRON FIST,Crane Leap,https://r.res.easebar.com/pic/20241205/62f2f94b-228c-4015-9d56-b9134c171cf5.png,Perform up to three consecutive jumps while airborne,https://www.marvelrivals.com/20241201/41360_1197227.html,"Invisible Woman - Force Physics, Mister Fantastic - Distended Grip, Squirrel Girl - Squirrel Blockade, Black Widow - Edge Dancer, Iron Fist - Yat Jee Chung Kuen, Winter Soldier - Trooper's Fist, Winter Soldier - Trooper's Fist, Winter Soldier - Bionic Hook, Spider-man - Get Over Here!,",,
IRON FIST,Dragon's Defense,https://r.res.easebar.com/pic/20241205/5745baab-4f3f-47f0-9eb0-8b8ea67f81f2.png,"Assume a defensive stance with a boost of Chi to block incoming attacks and gain Damage Reduction, then strike back with Yat Jee Chung Kuen",https://www.marvelrivals.com/20241201/41360_1197227.html,,,
IRON FIST,Wall Runner,https://r.res.easebar.com/pic/20241205/53125bd3-2ca7-4b39-a51c-bac18c6ecfdd.png,Run horizontally along the walls,https://www.marvelrivals.com/20241201/41360_1197227.html,"Invisible Woman - Force Physics, Mister Fantastic - Distended Grip, Squirrel Girl - Squirrel Blockade, Black Widow - Edge Dancer, Iron Fist - Yat Jee Chung Kuen, Winter Soldier - Trooper's Fist, Winter Soldier - Trooper's Fist, Winter Soldier - Bionic Hook, Spider-man - Get Over Here!,",,
IRON FIST,Chi Absorption,https://r.res.easebar.com/pic/20241205/2946ce20-8956-4efb-9729-afbdaa5efc51.png,Assists in taking down enemies allow him to absorb their Chi and gain Bonus Health,https://www.marvelrivals.com/20241201/41360_1197227.html,,,
IRON FIST,Lunar Chi,https://r.res.easebar.com/pic/20250808/63e8c36e-c83a-439d-9359-5f343c7d65fa.png,"Luna Snow grants Winter's Chill to Hawkeye and Iron Fist. When Iron Fist activates Harmony Recovery, he can heal nearby allies with Lunar Chi",https://www.marvelrivals.com/20241201/41360_1197227.html,"Phoenix - Endsong Inferno,",,
PSYLOCKE,Psionic Crossbow,https://r.res.easebar.com/pic/20241127/95719d81-365d-4ad7-bf6b-026166c95aed.png,Unleash bolts with psionic crossbows to damage enemies and reduce the cooldowns of all her abilities,https://www.marvelrivals.com/20241124/41360_1195754.html,"Emma Frost - Mind's Aegis, Captain America - Living Legend, Magneto - Metallic Curtain, Doctor Strange - Shield of the Seraphim, Groot - Thornlash Wall, Groot - Ironwood Wall, Deadpool - Magical Unicorn Shield!, Invisible Woman - Guardian Shield, Hawkeye - Piercing Arrow, Namor - Aquatic Dominion, Deadpool - Skill Issue - UPGRADED, Deadpool - SKILL ISSUE, Deadpool - The Ban Hammer, Deadpool - THE BAN HAMMER - UPGRADED, Deadpool - Pwnage Pound, Deadpool - Pwnage Pound - Upgraded,",,
PSYLOCKE,Dance of the Butterfly,https://r.res.easebar.com/pic/20241127/dabcc1e3-5490-4fa4-87ab-b9440a74b69b.png,"Slash nearby enemies with a psionic katana, dealing massive damage",https://www.marvelrivals.com/20241124/41360_1195754.html,"Mantis - Soul Resurgence, Luna Snow - Fate of Both Worlds, Mantis - Spore Slumber, Luna Snow - Ice Arts, Mister Fantastic - Reflexive Rubber, Psylocke - Psychic Stealth, Invisible Woman - Veiled Step, Loki - Deception, Cloak&Dagger - Dark Teleportation, Iron Fist - Dragon's Defense, Namor - Blessing of the Deep, Magik - Stepping Discs, Star-Lord - Stellar Shift, Hulk - HULK SMASH!, Hulk - Indestructible Guard, Magneto - Iron Bullwark, Magneto - Metal Bulwark, Hulk - World Breaker, Adam Warlock - Karmic Revival, Adam Warlock - Regenerative Cocoon, Adam Warlock - Soul Bond, Rocket Raccoon - C.Y.A., Rocket Raccoon - B.R.B., Loki - Regeneration Domain, Loki - Doppelganger, Loki - Devious Exchange, Peni Parker - Cyber-Web Snare, Peni Parker - Bionic Spider-Nest, ",,
PSYLOCKE,Psi-Blade Dash,https://r.res.easebar.com/pic/20241127/af147052-f9a1-416b-8bfc-0143471b18c1.png,Dash forward and slice through enemies along the path with psionic blades,https://www.marvelrivals.com/20241124/41360_1195754.html,"Mantis - Spore Slumber, Luna Snow - Ice Arts, Phoenix - Telekinesis Burst, The Thing - Yancy Street Charge, Black Cat - Mento-Fish, Mister Fantastic - Distended Grip, Black Widow - Edge Dancer, Iron Fist - Yat Jee Chung Kuen, Winter Soldier - Bionic Hook, Winter Soldier - Trooper's Fist, Spider-man - Get Over Here!, Thor - Storm Surge, Magneto - Mag-Cannon,",,
PSYLOCKE,Psychic Stealth,https://r.res.easebar.com/pic/20241127/55b04754-bda5-4bcf-8a95-44479c836508.png,Enter stealth and gain a Movement Boost,https://www.marvelrivals.com/20241124/41360_1195754.html,"Invisible Woman - Psionic Vortex, Squirrel Girl - Unbeatable Squirrel Tsunami, Black Widow- Edge Dancer, Deadpool - Deadpool in Your Area, Star-Lord - Blaster Barrage, Thor - Lightning Realm, Magik - Eldritch Whirl, Rogue - Fatal Attraction, Spider-man - Spider-Sense, Hela - Soul Drainer, Jeff the Land Shark - Joyful Splash, Deadpool - Skill Issue - UPGRADED, Deadpool - THE BAN HAMMER - UPGRADED, Deadpool - Pwnage Pound - Upgraded,",,
PSYLOCKE,Wing Shurikens,https://r.res.easebar.com/pic/20241127/90b85285-ea24-4fb2-8ec4-b60d3f177569.png,"Launch a volley of psionic shurikens that stick to enemies, dealing damage and granting herself Bonus Health. Press again to recall the shurikens",https://www.marvelrivals.com/20241124/41360_1195754.html,,,
PSYLOCKE,LIGHT & DARK DARTS,https://r.res.easebar.com/pic/20251212/67962d9c-35dd-4d15-9e06-5f85ea2c0aff.png,"Cloak & Dagger share light and dark energy with Hawkeye and Psylocke. When Hawkeye uses Crescent Slash, he also releases a blade wave that heals and boosts healing for teammates, while inflicting damage and Vulnerability on enemies. Psylocke can launch a Light Boomerang Dart that heals allies, harms enemies, and provides her with temporary healing upon return. She can also unleash a ring of Dark Darts that slow enemies while she briefly enters a Phased state",https://www.marvelrivals.com/20241124/41360_1195754.html,,,
HAWKEYE,Piercing Arrow,https://r.res.easebar.com/pic/20241124/9107db4e-f275-49aa-87bf-96c697157a15.png,Shoot a powerful arrow,https://www.marvelrivals.com/20241124/41360_1195753.html,"Emma Frost - Mind's Aegis, Captain America - Living Legend, Magneto - Metallic Curtain, Doctor Strange - Shield of the Seraphim, Groot - Thornlash Wall, Groot - Ironwood Wall, Deadpool - Magical Unicorn Shield!, Invisible Woman - Guardian Shield, Black Widow - Red Room Rifle, Iron Fist - Dragon's Defense, Hawkeye - Piercing Arrow,Hawkeye - Ronin Slash, Star-Lord - Blaster Barrage, Hela - Nightsword Thorn, Deadpool - Skill Issue - UPGRADED, Deadpool - SKILL ISSUE, Deadpool - The Ban Hammer, Deadpool - THE BAN HAMMER - UPGRADED, Deadpool - Pwnage Pound, Deadpool - Pwnage Pound - Upgraded, Rocket Raccoon - C.Y.A., Rocket Raccoon - B.R.B., Peni Parker - Cyber-Web Snare,",,
HAWKEYE,Blast Arrow,https://r.res.easebar.com/pic/20241124/b54fcda9-4e31-4a7b-87c7-c7e8fd675434.png,Shoot three explosive arrows,https://www.marvelrivals.com/20241124/41360_1195753.html,"Emma Frost - Mind's Aegis, Captain America - Living Legend, Magneto - Metallic Curtain, Doctor Strange - Shield of the Seraphim, Groot - Thornlash Wall, Groot - Ironwood Wall, Deadpool - Magical Unicorn Shield!, Invisible Woman - Guardian Shield, Iron Fist - Dragon's Defense, Deadpool - Skill Issue - UPGRADED, Deadpool - SKILL ISSUE, Deadpool - The Ban Hammer, Deadpool - THE BAN HAMMER - UPGRADED, Deadpool - Pwnage Pound, Deadpool - Pwnage Pound - Upgraded, Loki - Regeneration Domain,",,
HAWKEYE,Hunter's Sight,https://r.res.easebar.com/pic/20241124/15af78f7-6723-402d-916e-0e17ebf4b6df.png,Capture Afterimages of enemies in his view. Damage dealt to an Afterimage is transferred to the corresponding enemy,https://www.marvelrivals.com/20241124/41360_1195753.html,"Mantis - Soul Resurgence, Luna Snow - Fate of Both Worlds, Mantis - Spore Slumber, Luna Snow - Ice Arts, Psylocke - Psychic Stealth, Invisible Woman - Invisible Boundary, Invisible Woman - Veiled Step, Loki - Deception, Emma Frost - Psionic Seduction, Cloak&Dagger - Eternal Bond, Cloak&Dagger - Terror Cape, Cloak&Dagger - Dark Teleportation, Daredevil - Let the Devel Out, Hulk - Indestructible Guard, Magneto - Iron Bullwark, Magneto - Metal Bulwark, Magneto - Metal Bulwark, Magneto - Iron Bulwark, Iron Man - Invincible Pulse Cannon, Namor - Horn of Proteus, Magik - Stepping Discs, Spider-man - Spectacular Spin, Jeff the Land Shark - It's Jeff!, Jeff the Land Shark - Hide and Seek?, Rocket Raccoon - C.Y.A., Rocket Raccoon - B.R.B., Loki - Regeneration Domain, Peni Parker - Cyber-Web Snare, Thor - God of Thunder,",,
HAWKEYE,Crescent Slash,https://r.res.easebar.com/pic/20241124/a598cd3c-e1d2-4403-8d48-13bf9dcf1b39.png,"Unsheathe a katana and slash forward, launching up enemies hit",https://www.marvelrivals.com/20241124/41360_1195753.html,"The Thing - Unyielding Will,",,
HAWKEYE,Hypersonic Arrow,https://r.res.easebar.com/pic/20241124/96e35f6b-b42a-461a-9cd9-554ed05e3470.png,"Shoot a Hypersonic Arrow, dealing two instances of damage to enemies in its path and inflicting them with Slow. This ability can Knock Down flying heroes",https://www.marvelrivals.com/20241124/41360_1195753.html,,,
HAWKEYE,Ronin Slash,https://r.res.easebar.com/pic/20241124/d8d9cc33-6737-4481-b442-ce0375138806.png,"Swing a wakizashi to strike frontal enemies, deflecting all incoming projectiles",https://www.marvelrivals.com/20241124/41360_1195753.html,"Phoenix - Telekinesis Burst, Hawkeye - Blast Arrow,",,
HAWKEYE,Skyward Leap,https://r.res.easebar.com/pic/20241124/83892ce1-2db5-4c6c-a0f2-a4117ab86aab.png,Perform a double jump in the direction of movement,https://www.marvelrivals.com/20241124/41360_1195753.html,"Phoenix - Telekinesis Burst, Invisible Woman - Force Physics, Mister Fantastic - Distended Grip,Squirrel Girl - Squirrel Blockade, Black Widow - Red Room Rifle, Black Widow - Edge Dancer, Iron Fist - Yat Jee Chung Kuen, Psylocke - Psi-Blade Dash, Winter Soldier - Trooper's Fist, Winter Soldier - Bionic Hook, Spider-man - Get Over Here!, Hela - Soul Drainer, Peni Parker - Cyber-Web Snare, Thor - Storm Surge, Magneto - Mag-Cannon,",,
HAWKEYE,Archer's Focus,https://r.res.easebar.com/pic/20241124/54419864-579b-4029-bc38-150d604b96c2.png,"Aim at an enemy to improve focus, enhancing the damage inflicted by Piercing Arrow",https://www.marvelrivals.com/20241124/41360_1195753.html,"Cloak&Dagger - Terror Cape, Cloak&Dagger - Dark Teleportation,",,
HAWKEYE,MOONLIT SLASH,https://r.res.easebar.com/pic/20251115/51eb0c6d-b829-4f42-8254-63a45af24047.png,"Cloak & Dagger inject light and dark energy into Hawkeye's katana. When Hawkeye uses Crescent Slash, enemies hit are launched back, and a blade wave filled with light and energy sweeps forward. This wave passes through both allies and enemies: it heals and boosts healing for allies, while damaging enemies and applying Vulnerability",https://www.marvelrivals.com/20241124/41360_1195753.html,,,
IRON MAN,Repulsor Blast,https://r.res.easebar.com/pic/20241120/d69cf17a-732e-486d-87e3-43c5892e42c3.png,Fire nano pulse cannons forward,https://www.marvelrivals.com/20241123/41360_1195687.html,"Emma Frost - Mind's Aegis, Captain America - Living Legend, Magneto - Metallic Curtain, Doctor Strange - Shield of the Seraphim, Groot - Thornlash Wall, Groot - Ironwood Wall, Deadpool - Magical Unicorn Shield!, Invisible Woman - Guardian Shield, Hawkeye - Piercing Arrow, Namor - Aquatic Dominion,",,
IRON MAN,Repulsor Blast (Armor Overdrive),https://r.res.easebar.com/pic/20241120/d69cf17a-732e-486d-87e3-43c5892e42c3.png,Fire nano pulse cannons forward,https://www.marvelrivals.com/20241123/41360_1195687.html,"Emma Frost - Mind's Aegis, Captain America - Living Legend, Magneto - Metallic Curtain, Doctor Strange - Shield of the Seraphim, Groot - Thornlash Wall, Groot - Ironwood Wall, Deadpool - Magical Unicorn Shield!, Invisible Woman - Guardian Shield,",,
IRON MAN,Unibeam,https://r.res.easebar.com/pic/20241120/5a005241-4e91-4240-9da0-671454971524.png,Fire nano pulse cannons forward,https://www.marvelrivals.com/20241123/41360_1195687.html,"Emma Frost - Mind's Aegis, Captain America - Living Legend, Magneto - Metallic Curtain, Doctor Strange - Shield of the Seraphim, Groot - Thornlash Wall, Groot - Ironwood Wall, Deadpool - Magical Unicorn Shield!, Invisible Woman - Guardian Shield,",,
IRON MAN,Unibeam (Armor Overdrive),https://r.res.easebar.com/pic/20241120/5a005241-4e91-4240-9da0-671454971524.png,Fire nano pulse cannons forward,https://www.marvelrivals.com/20241123/41360_1195687.html,"Emma Frost - Mind's Aegis, Captain America - Living Legend, Magneto - Metallic Curtain, Doctor Strange - Shield of the Seraphim, Groot - Thornlash Wall, Groot - Ironwood Wall, Deadpool - Magical Unicorn Shield!, Invisible Woman - Guardian Shield,",,
IRON MAN,Invincible Pulse Cannon,https://r.res.easebar.com/pic/20241120/35909ad4-f7f5-4d30-8d58-b076bebca067.png,"Fire a devastating pulse cannon in the targeted direction, delivering catastrophic damage to the targeted area upon impact",https://www.marvelrivals.com/20241123/41360_1195687.html,"Mantis - Spore Slumber, Luna Snow - Ice Arts, Angela - Assassin's Charge, Angela - Shielded Stance, Blade - Scarlet Shroud, Mister Fantastic - Reflexive Rubber, Wolverine - Last Stand, Wolverine - Feral Leap, Wolverine - Regenerative Healing Factor, Cloak&Dagger - Terror Cape, Cloak&Dagger - Dark Teleportation, Iron Fist - Dragon's Defense, Psylocke - Dance of the Butterfly, Emma Frost - Mind's Aegis, Captain America - Living Legend, Magneto - Metallic Curtain, Doctor Strange - Shield of the Seraphim, Groot - Thornlash Wall, Groot - Ironwood Wall, Deadpool - Magical Unicorn Shield!, Invisible Woman - Guardian Shield, Emma Frost - Psionic Seduction, Deadpool - Healing Factor, Namor - Blessing of the Deep, Scarlet Witch - Mystic Projection, Scarlet Witch - Dark Seal, Winter Soldier - Trooper's Fist, Winter Soldier - Bionic Hook, Winter Soldier - Tainted Voltage, Magik - Stepping Discs, Star-Lord - Stellar Shift, Spider-man - Get Over Here!, Hela - Soul Drainer, Hulk - HULK SMASH!, Hulk - Indestructible Guard, Magneto - Iron Bullwark, Magneto - Metal Bulwark, Hulk - World Breaker, Hulk - Radioactive Lockdown, Hulk - Incredible Leap, Jeff the Land Shark - It's Jeff!, The Punisher - Culling Turret, The Punisher - Adjudication, Luna Snow - Light & Dark Ice, Adam Warlock - Karmic Revival, Adam Warlock - Regenerative Cocoon, Rocket Raccoon - B.R.B., Loki - Regeneration Domain, Peni Parker - Arachno-Mine, Peni Parker - Cyber-Web Snare, Thor - Storm Surge, Peni Parker - Spider-Sweeper, Devil Dinosaur - Savage Predation, Devil Dinosaur - Buddy Barrier,","If Iron Man has gone quiet for 10 seconds, and you do not hear any Repulsor Blasts or Hyper-Velocity engine noises, he's hiding to pull this Ultamite out, prepare the team for a blast or figure out where he went before moving to the objective.",
IRON MAN,Hyper-Velocity,https://r.res.easebar.com/pic/20241120/ea996cd4-74a0-40d7-9498-3253084b9be2.png,Activate Hyper-Velocity state for swift forward flight,https://www.marvelrivals.com/20241123/41360_1195687.html,"The Thing - Yancy Street Charge, Black Cat - Mento-Fish, The Thing - Stone Haymaker, The Thing - Battle Blitz, Invisible Woman - Psionic Vortex, Invisible Woman - Force Physics, Mister Fantastic - Distended Grip, Black Widow - Red Room Rifle, Iron Fist - Yat Jee Chung Kuen, Psylocke - Dance of the Butterfly, Hawkeye - Crescent Slash, Hawkeye - Hypersonic Arrow, Star-Lord - Stellar Shift, Scarlet Witch - Chaos Control, Winter Soldier - Bionic Hook, Spider-man - Get Over Here!, Hela - Nightsword Thorn, Storm - Omega Hurricane, Storm - Goddess Boost, Hulk - Incredible Leap, Adam Warlock - Quantum Magic, Peni Parker - Cyber-Web Snare, Thor - Lightning Realm, Thor - Storm Surge, Magneto - Mag-Cannon,",,
IRON MAN,Hyper-Velocity (Armor Overdrive),https://r.res.easebar.com/pic/20241120/ea996cd4-74a0-40d7-9498-3253084b9be2.png,Activate Hyper-Velocity state for swift forward flight,https://www.marvelrivals.com/20241123/41360_1195687.html,"The Thing - Yancy Street Charge, Black Cat - Mento-Fish, The Thing - Stone Haymaker, The Thing - Battle Blitz, Invisible Woman - Psionic Vortex, Invisible Woman - Force Physics, Mister Fantastic - Distended Grip, Black Widow - Red Room Rifle, Iron Fist - Yat Jee Chung Kuen, Psylocke - Dance of the Butterfly, Hawkeye - Crescent Slash, Hawkeye - Hypersonic Arrow, Star-Lord - Galactic Legend, Scarlet Witch - Chaos Control, Winter Soldier - Trooper's Fist, Winter Soldier - Bionic Hook, Spider-man - Get Over Here!, Hela - Nightsword Thorn, Storm - Omega Hurricane, Storm - Goddess Boost, Hulk - Incredible Leap, Adam Warlock - Quantum Magic, Peni Parker - Cyber-Web Snare, Thor - Lightning Realm, Thor - Storm Surge, Magneto - Mag-Cannon,",,
IRON MAN,Armor Overdrive,https://r.res.easebar.com/pic/20241120/27f07e85-4220-4227-892b-04c9850a7c02.png,"Activate Armor Overdrive state, enhancing the damage of Repulsor Blast and Unibeam",https://www.marvelrivals.com/20241123/41360_1195687.html,,,
IRON MAN,Micro-Missile Barrage,https://r.res.easebar.com/pic/20241120/19e4e5da-fa8d-4cf8-a817-1111d91dc389.png,"When Hyper-Velocity or Armor Overdrive is used, Iron Man can launch a missile bombardment",https://www.marvelrivals.com/20241123/41360_1195687.html,,,
IRON MAN,Micro-Missile Barrage (Armor Overdrive),https://r.res.easebar.com/pic/20241120/19e4e5da-fa8d-4cf8-a817-1111d91dc389.png,"When Hyper-Velocity or Armor Overdrive is used, Iron Man can launch a missile bombardment",https://www.marvelrivals.com/20241123/41360_1195687.html,,,
IRON MAN,NANO TECH,https://r.res.easebar.com/pic/20250531/2d4ab1bf-a8da-4216-9c4c-5e755596e86d.png,"When Iron Man, Ultron and Squirrel Girl team up, Ultron's Encephalo-Ray upgrades to Nano-Ray, firing a beam that pierces through all characters, dealing continuous damage to foes while healing allies; Squirrel Girl gains the Squirrel Missile ability. She directs a squirrel to ride Iron Man's nanotech glove as a homing missile. Upon hit, the squirrel flees just before a fiery explosion!",https://www.marvelrivals.com/20241123/41360_1195687.html,,,
MOON KNIGHT,Crescent Dart,https://r.res.easebar.com/pic/20241120/f4bab63c-dd7b-4ddc-b9f5-d0481acffaf3.png,"Unleash Crescent Darts forward that can bounce between enemies and Ankhs, dealing damage to enemies",https://www.marvelrivals.com/20241123/41360_1195685.html,"Emma Frost - Mind's Aegis, Captain America - Living Legend, Magneto - Metallic Curtain, Doctor Strange - Shield of the Seraphim, Groot - Thornlash Wall, Groot - Ironwood Wall, Deadpool - Magical Unicorn Shield!, Invisible Woman - Guardian Shield, The Thing - Embattled Leap, Black Widow - Red Room Rifle, Hawkeye - Piercing Arrow, Hawkeye - Ronin Slash, Star-Lord - Blaster Barrage?, Deadpool - Skill Issue - UPGRADED, Deadpool - SKILL ISSUE, Deadpool - The Ban Hammer, Deadpool - THE BAN HAMMER - UPGRADED, Deadpool - Pwnage Pound, Deadpool - Pwnage Pound - Upgraded,?!? Loki - Regeneration Domain, Peni Parker - Bionic Spider-Nest,",,
MOON KNIGHT,Hand of Khonshu,https://r.res.easebar.com/pic/20241120/9253ada4-37a7-4cc9-9008-2d3e748d8dc1.png,Open a portal that allows Khonshu to bombard enemies with his talons,https://www.marvelrivals.com/20241123/41360_1195685.html,"Mantis - Soul Resurgence, Luna Snow - Fate of Both Worlds, Mantis - Spore Slumber, Luna Snow - Ice Arts, Ultron - Rage of Ultron, Mister Fantastic - Reflexive Rubber, Cloak&Dagger - Dark Teleportation, Iron Fist - Dragon's Defense, Psylocke - Dance of the Butterfly, Namor - Blessing of the Deep, Magik - Stepping Discs, Star-Lord - Stellar Shift, Deadpool - Skill Issue - UPGRADED, Deadpool - SKILL ISSUE, Deadpool - The Ban Hammer, Deadpool - THE BAN HAMMER - UPGRADED, Deadpool - Pwnage Pound, Deadpool - Pwnage Pound - Upgraded,?!? Rocket Raccoon - B.R.B., Loki - Devious Echange, Captain America - Freedom Charge, Hulk - Indestructible Guard, Magneto - Iron Bullwark, Magneto - Metal Bulwark,",,
MOON KNIGHT,Night Glider,https://r.res.easebar.com/pic/20241120/815eee35-da1f-4c84-808b-ce71aa39df9c.png,Hold SHIFT to glide,https://www.marvelrivals.com/20241123/41360_1195685.html,"Iron Fist - Yat Jee Chung Kuen, Psylocke - Psi-Blade Dash, Winter Soldier - Trooper's Fist, Winter Soldier - Bionic Hook, Winter Soldier - Tainted Voltage, Spider-man - Get Over Here!, Peni Parker - Cyber-Web Snare, Thor - Storm Surge, Thor - Lightning Realm,",,
MOON KNIGHT,Ancient Ankh,https://r.res.easebar.com/pic/20241120/4dee2bf5-3255-4ce7-bfe4-463eb64bda06.png,Fire an Ankh to launch up enemies within its radius towards the center,https://www.marvelrivals.com/20241123/41360_1195685.html,"Phoenix - Endsong Inferno, The Thing - Unyielding Will, Squirrel Girl - Tail Bounce, Cloak&Dagger - Dark Teleportation, Iron Fist - Dragon's Defense, Hawkeye - Blast Arrow, Mister Fantastic - Reflexive Rubber, Magik - Stepping Discs, Star-Lord - Stellar Shift, Rocket Raccoon - Bombard Mode, Rocket Raccoon - Jetpack Dash, Hulk - Indestructible Guard, Magneto - Iron Bullwark, Magneto - Metal Bulwark, ",,
MOON KNIGHT,Moonlight Hook,https://r.res.easebar.com/pic/20241120/60e26c6a-92ea-4e8a-a669-4c3a9be668f7.png,Launch a frontal grappling hook that pulls Moon Knight towards it,https://www.marvelrivals.com/20241123/41360_1195685.html,"Phoenix - Telekinesis Burst, The Thing - Yancy Street Charge, Black Cat - Mento-Fish, The Thing - Battle Blitz, Invisible Woman - Force Physics, Mister Fantastic - Distended Grip, Squirrel Girl - Squirrel Blockade, Iron Fist - Yat Jee Chung Kuen, Winter Soldier - Trooper's Fist, Winter Soldier - Bionic Hook, Spider-man - Get Over Here!, Thor - Storm Surge, Magneto - Mag-Cannon,",,
MOON KNIGHT,Rising Leap,https://r.res.easebar.com/pic/20241120/f7f1a460-7069-42b0-b926-a5fd1c43d171.png,Perform a double jump,https://www.marvelrivals.com/20241123/41360_1195685.html,"Phoenix - Telekinesis Burst, The Thing - Yancy Street Charge, Black Cat - Mento-Fish, The Thing - Battle Blitz, Invisible Woman - Force Physics, Mister Fantastic - Distended Grip, Squirrel Girl - Squirrel Blockade, Black Widow - Edge Dancer, Iron Fist - Yat Jee Chung Kuen, Winter Soldier - Trooper's Fist, Winter Soldier - Bionic Hook, Spider-man - Get Over Here!,",,
MOON KNIGHT,Moon Blade,https://r.res.easebar.com/pic/20241120/7864c28b-7c4b-4cc4-8e74-d600e7c586ee.png,"Launch forward a Moon Blade that can bounce between enemies and Ankhs, dealing damage to enemies",https://www.marvelrivals.com/20241123/41360_1195685.html,"The Thing - Embattled Leap, Peni Parker - Cyber-Web Snare, Peni Parker - Bionic Spider-Nest, Hulk - Indestructible Guard, Magneto - Iron Bullwark, Magneto - Metal Bulwark, Emma Frost - Mind's Aegis, Captain America - Living Legend, Magneto - Metallic Curtain, Doctor Strange - Shield of the Seraphim, Groot - Thornlash Wall, Groot - Ironwood Wall, Deadpool - Magical Unicorn Shield!, Invisible Woman - Guardian Shield,",,
MOON KNIGHT,Triple Eclipse,https://r.res.easebar.com/pic/20241125/9b92fd1c-3cdc-4d9d-83cf-f43d6706a73d.png,"Perform a combo with his truncheon, and the third strike will launch up the enemy hit slightly",https://www.marvelrivals.com/20241123/41360_1195685.html,"The Thing - Unyielding Will,",,
